id,Title,areaOfStudy,Description,Faculty,level,corequisites,delivery_method,credits,maxenrollment,learning_outcomes,coursecode,Status,is_this_a_full-term_course_or_a_module_or_seven_week_course,coursetime_open,time_choice_0,time_choice_1,time_choice_2,time_choice_3
23718,Middle Eastern Ensemble,,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This ensemble will introduce students to playing the music of the Middle East and neighboring areas. Students will learn a diverse repertoire of traditional urban, village, and popular music drawn from Arabic, Armenian, Greek, Hebrew, Kurdish, Ladino, Persian, Turkish, and other ethno-linguistic backgrounds. We will also study music by artists who have successfully blended traditional styles with more contemporary sounds and ideas. As the repertoire of these communities is primarily taught through oral transmission and emphasizes ornamentation and improvisation, we will primarily learn in this way. Rehearsals will include learning to play rhythmic patterns on percussion (darbuka and frame drum) in alternation with melody instruments; learning words to songs so that we can accompany ourselves, and learning dance steps for dance music repertoire. Student, faculty and staff singers and instrumentalists of all types (strings, percussion, woodwinds, brass, etc.) are welcome in this ensemble. The course will include a number of performance opportunities, culminating with a final concert, featuring acclaimed guest artists. Be prepared to sing, play, improvise, and dance in this class!&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15295,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:{&quot;1&quot;:2,&quot;2&quot;:16776960},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:10855845}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:10855845}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:10}"">This ensemble will introduce students to playing the music of the Middle East and neighboring areas. Students will learn a diverse repertoire of traditional urban, village, and popular music drawn from Arabic, Armenian, Greek, Hebrew, Kurdish, Ladino, Persian, Turkish, and other ethno-linguistic backgrounds. We will also study music by artists who have successfully blended traditional styles with more contemporary sounds and ideas. As the repertoire of these communities is primarily taught through oral transmission and emphasizes ornamentation and improvisation, we will primarily learn in this way. Rehearsals will include learning to play rhythmic patterns on percussion (darbuka and frame drum) in alternation with melody instruments; learning words to songs so that we can accompany ourselves, and learning dance steps for dance music repertoire. Student, faculty and staff singers and instrumentalists of all types (strings, percussion, woodwinds, brass, etc.) are welcome in this ensemble. The course will include a number of performance opportunities, culminating with a final concert, featuring acclaimed guest artists. Be prepared to sing, play, improvise, and dance in this class!</span>
<div class=""heateor_sss_sharing_container heateor_sss_vertical_sharing heateor_sss_bottom_sharing"" data-heateor-sss-href=""https://curriculum.bennington.edu/spring2022/2021/03/29/middle-eastern-ensemble/"">
<div class=""heateor_sss_sharing_ul""></div>
<div class=""heateorSssClear""></div>
</div>",Joseph Alpar,4000-level,"Attendance at any relevant music events during the term (concerts, lectures). Dates will be announced at the start of term.",Fully in-person,2,14,"By the end of the semester, you will:
• be able to identify several music genres and styles of Middle Eastern music.
• recognize the differences between musics of different regions based on cultural context, instrumentation, dance styles, language, and other criteria.
• learn a variety of rhythms and meters and their associated functions in Middle Eastern music.
• play an assortment of Middle Eastern percussion instruments, understanding their function in an ensemble/ritual/folkdance context.
• be able to participate in class discussions about the music we learn and how it relates to the everyday lives of the people in the region.
• sing in a variety of languages (Arabic, Turkish, Greek, Judeo-Spanish (Ladino), Kurdish, Armenian, Hebrew, Lazuri)
• perform in a concert centered on the music of the Middle East.",MPF4358.01,publish,Full-term,,,,Tu 4:10PM - 6:00PM,
23292,More-than-human Dances,APA,"Through creative embodied inquiry and somatic practice, we will disorient and deconstruct human-centric ways of being, doing and performing. We will engage the more-than-human as teacher, as agent, and collaborator, by attuning ourselves toward more-than-human timescales, spatialities, relationships, and modes of perception and embodiment. Physical investigations will be supported and inspired by studying, reading, and viewing resources by scholars and artists thinking/moving at the intersections of Indigenous cosmologies, Black Quantum Futurism, Posthumanism, Queer and Speculative Ecology, and Disability Studies. Together, we might grow slime mold bodies, become monstrous, dance “weather-map” choreographies, develop “plastic” kinships, become “zombies,” vibrate as water bag bodies, immerse in interspecies publics, and conspire with mycelial economies and symbiotic collaborators!

This course welcomes students from all disciplines with an interest and curiosity in exploring the porosity of binaries such as human/non-human, animate/inanimate, living/dead, lively/inert, nature/culture, self/other, objecthood/personhood, and unsettling the value systems and beliefs that uphold them. Our time together will be shaped by movement practice, discussion, journaling, photo-archiving and drawing in the studio and outdoors. Students will be asked to create and share body-based arts and movement practices throughout the course which will culminate in a collective showing at the end of term.",Nicole Daunic & Mina Nishimura,2000-level,,Fully in-person,4,18,"-Development of movement practices outside traditional performance paradigms
-Cultivate somatic awareness in dialogue with land, nature and non-human species
-Exposure to a survey of artists and scholars from a variety of fields whose work reimagines how we think about ecology
-Acknowledgement of emerging studies and critical discourse
-Increase one’s level of curiosity
",DAN2366.01,publish,Full-term,,,Th 1:40PM - 5:20PM,,
23288,Morning Dance: Beginning-level Dance Technique,,"This beginning-level dance course requires no previous dance training and welcomes absolute beginners who would like to start a day with physical practice and body attunement. Students are introduced to some basic principles of dancing by learning various movement patterns, choreographed sequences and by engaging in improvisational and compositional movement practice. As early-morning is the most important and critical time of a day that helps determine how to spend and live that day, this course also offers a mindful yet vivid transition from a state of yin (asleep) to yan (awake).",Kota Yamazaki & Mina Nishimura,2000-level,Dance or Drama lab assignment if students sign up for 4 or more credits in designated dance courses.,Fully in-person,2,20,"-Improve a sense of body attunement
-Cultivate spatial awareness
-Establish a healthy, active and body-centered morning practice
-Learn and perform simple movement sequence
-Move your body without excessive tension
-Find and cultivate your own physical coordination and rhythm
-Deepen a relationship to your body while listening to other bodies
",DAN2365.01,publish,Full-term,M/Th 8:00AM-9:50AM,,,,
23882,Music and Culture: An Introduction to Ethnomusicology,SCT,"This course will be a hands-on introduction to ethnomusicology, the study of music in its social and cultural contexts. Ethnomusicologists think about the role music plays in everyday life. How do music and musicians build community, ignite protest and revolution, articulate racial identity, express and complicate gender and sexuality, or affirm faith? Some ethnomusicologists do research halfway across the world, while others study music in their own cities and towns. One of our classes each week will focus on developing applied techniques in research and fieldwork, including preparing questions, giving and transcribing interviews, field recording, music transcription, listening exercises, writing an ethnography of a live performance, and many other activities. In our second session, we will learn about the study of music and culture itself, reading from a range of texts that explore ethnomusicology’s intersections with fields like Anthropology, Black studies, Performance Studies, Indigenous Studies, Gender and Sexuality Studies, and more. For the final project, s<span dir=""ltr"" role=""presentation"">tudents will conduct a short music fieldwork project at a local field site of their choice. </span>This course is open to all students. Homework will be substantial and will include readings, listening assignments, short presentations in class, and papers.",Joseph Alpar,2000-level,Attendance at relevant music events on campus.,Fully in-person,4,16,"By the end of the term students will:
1. Develop critical listening skills in class and through homework assignments.
2. Gain familiarity with—and learn to remember—specific examples of the kind of work done
by ethnomusicologists.
3. Become aware of the key figures—past and present—in ethnomusicology as well as their
contributions.
4. Examine key trends in the field through specific case studies.
5. Recognize important ethnomusicological resources (encyclopedias, journals, discographies,
databases, etc.) and know where to find them.
6. Study certain technical aspects of fieldwork through a series of assignments on transcription,
developing interview questions, conducting interviews, and listening.
7. Participate actively in class discussions and lead discussion on assigned days.",MET2136.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
24288,Music and Moving Image,,"<span data-sheets-root=""1"">The practice of underscoring moving images is as old as the medium itself, from early improvised accompaniments to modern experimental approaches. In this course, we will look and listen to a variety of films and sound scores throughout the ages, analyzing the way in which they act as counterpoint to a visual score. Written analysis of film sound design, foley, and musical accompaniments will serve as background to the studentsʹ own projects. Students will be expected to provide musical content for moving images by the end of the term (which could include collaborations with other student projects in video and animation) as well as sonification of previously existing films. Students will be expected to record and sync their music within a digital environment.</span>",Nicholas Brooke,2000-level,,Fully in-person,2,12,"* To understand the history of musical scoring for moving image
* To create music that is in resonance and response to another medium
* To be able to navigate musical creation in a digital and multimedia environment",MUS2030.01,publish,Full-term,,,,Th 3:40PM - 5:30PM,
24101,Musical Taste and Monetization – The Business Side of Music,,"How do we find the music we like? Recommendations from friends? Listening to the opening band at a live concert? Movies? Video games? Algorithms?

Music is everywhere. But (as of 2024), when more than 100,000 tracks are being uploaded every day to digital streaming platforms and Spotify gives us access to over 100 million tracks, the chances of encountering a piece of music become counterintuitively and surprisingly low. This course will explore the factors that influence our musical taste and how the industry monetizes our love of music. We will examine the latest research on music, media, and science, bringing awareness to our freedom, or the lack of, in our everyday decision-making. Topics include streaming platforms, algorithmic recommendation, human connection and community. We will also spend some time on the business side of music, including the recent history of the recording industry as well as real-life examples of contracts, productions, publicity, and other aspects of music production.

This course will ask a lot of questions. But there will be no right or wrong answers. Using music as the entry point, participants will be encouraged to think about what’s next. Please feel free to let me know of any accommodation needs.",Kyoko Kitamura,2000-level,,Fully in-person,2,10,"- Using music as the entry point, become more aware of what influences our tastes and decision-making in everyday life.
- Learn how to question the status quo (because what we are presented may not be what is happening).
- Become more aware of the connection between ourselves, modes of communication, the market and the media.
- Learn about the recent history and practices of gatekeeping regarding access to music exposure and monetization, which can be extrapolated and applied to other industries.
- Learn some basics of contracts and publicity.",MHI2244.01,publish,Full-term,,,,W 10:00AM - 11:50AM,
22885,Mutants:  Genetic variation and human development,,"Why do humans have precisely 5 fingers and toes? How does a bone know to stop growing when it reaches the appropriate length? What controls our gender? While the human genome successfully encodes the information required to produce a “normal” human being, genetic variation dictates the subtle and not so subtle differences that make us each a unique individual. “Mutant” humans throughout history have provided insights into how genetics underlie development by showing us what can happen when the delicate balance of genes and their proper expression is perturbed. This course will focus somewhat on the history, but more on the biology, behind various human “mutant” conditions including conjoined twins, dwarfism, giantism, albinism, and progeria (rapid aging), to name a few.",Amie McClellan,2000-level,,Fully in-person,4,18,"Students will have increased scientific literacy and ability to engage with current scientific topics in the media

Students will gain an understanding of and appreciation for the complexity of human development and inheritance

Students will explore the relationship of genotype to phenotype toward an understanding of the role of genes and mutations in human diseases and disorders
",BIO2210.01,publish,Full-term,,M/Th 1:40PM - 3:30PM,,,
23946,Native (North) American Literature,,"<span data-sheets-root=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Native storytelling has thrived in recited, sung, painted, etched, sculpted, and danced forms since centuries before European colonists arrived on the North American continent. Against the backdrop of this long, linguistically complex, and multi-national artistic tradition, we will closely read the works of Indigenous North American authors, studying how their formal and thematic decisions draw from and add to their respective traditions, even as they address contemporary intertribal concerns such as language revitalization; land reclamation and sovereignty; decolonizing gender; and the continued struggle against settler-colonial legacies of genocide, land seizure, forced re-“education,” and environmental terrorism. Assigned writers may include Tommy Orange, Louise Erdrich, Morgan Talty, Leslie Marmon Silko, James Welch, Tommy Pico, Natalie Diaz, Joan Kane, dg nanouk okpik, Joy Harjo, Jake Skeets, No’u Revilla, and Layli Long Soldier.\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:10}"">Native storytelling has thrived in recited, sung, painted, etched, sculpted, and danced forms since centuries before European colonists arrived on the North American continent. Against the backdrop of this long, linguistically complex, and multi-national artistic tradition, we will closely read the works of Indigenous North American authors, studying how their formal and thematic decisions draw from and add to their respective traditions, even as they address contemporary intertribal concerns such as language revitalization; land reclamation and sovereignty; decolonizing gender; and the continued struggle against settler-colonial legacies of genocide, land seizure, forced re-“education,” and environmental terrorism. Assigned writers may include Tommy Orange, Louise Erdrich, Morgan Talty, Leslie Marmon Silko, James Welch, Tommy Pico, Natalie Diaz, Joan Kane, dg nanouk okpik, Joy Harjo, Jake Skeets, No’u Revilla, and Layli Long Soldier.
</span>",Devon Walker-Figueroa,2000-level,,Fully in-person,4,20,"1) Closely read contemporary Native North American poetry and fiction.
2) Locate the given texts within their respective historical, sociopolitical, cultural, aesthetic, and linguistic frameworks. 
3) Gain a better understanding of Native American literary history and its oral and narrative dance traditions.
4) Craft critical essays that engage deeply with mid-twentieth century to present-day Native North American literature. ",LIT2567.01,publish,Full-term,,M/Th 1:40PM - 3:30PM,,,
23015,Non-normative Bodies,SCT,"<span style=""font-weight: 400;"">This course will combine theory and practice to explore representations of non-normative bodies and corporeal difference, their impacts on embodied experience, and the role artistic work can play in expanding and/or challenging limited and often harmful notions of normativity. This class is designed for students interested in the intersections of embodiment, art, corporeality, activism, and critical theory.</span>

<span style=""font-weight: 400;"">Employing concepts from Disability Studies and queer theory as a lens, we will consider some of the paradigm-shifting propositions in these powerful fields of study, with a particular emphasis on the intersectionality of marginalized identities. We will learn to recognize and critique the circulation of normative standards of bodily comportment and image which permeate contemporary culture, and consider the various strategies that scholars, activists, and, in particular, dance and performance artists, employ to create space for more inclusive representations of body and self. We will also engage in movement and embodiment practices to activate and actualize course concepts. Students will be invited to create original works in any medium (prior dance or performance experience welcome but not required) to reflect on these course materials. Additionally, guest artists/speakers will occasionally share their work.</span>

<span style=""font-weight: 400;"">In this class, we will engage with scholarly, activist and theoretical texts; view, analyze and discuss the work of various artists; engage in movement practices relating to the material; and create our own original work(s) in response. Students are expected to do a considerable amount of reading, writing and viewing of work outside of class hours. Some formal writing will be required, as well as the development of original creative work. Students will produce a final independent project that will apply course concepts to their own academic and/or artistic research.</span>

<br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" />",Levi Gonzalez,4000-level,,Fully in-person,4,16,"Students will:
-be exposed to an overview of some of the principal concerns in the fields of Disability Studies and queer theory, and their many intersections.
-learn to recognize and critique normative body standards within various cultural representations of the body.
-consider the political implications of bodily representation and how it impacts both their own experience and the experience of other, often marginalized, communities.
-consider the potential of artistic work to create a more expansive and inclusive notion of embodiment.
-create original reflective responses, artistic and/or academic, that respond to course concepts and materials. 
",DAN4364.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
23469,Of Sound and Nature,"BIO, ENV","<p style=""font-weight: 400;"">Sound is critical to the survival, social structure, and well-being of many organisms, human and non-human alike. In this interdisciplinary course we will examine how animals, plants, humans, and other forms of life impact one another through the calls, songs, and other vibrations they make. Using various case studies about music, sound, and society in Papua New Guinea, Mongolia, the Middle East, Southern United States, Brazil, Iceland, and a variety of music compositions spanning several centuries, we will begin to understand and appreciate how sounds of nature shape and inspire the musical and sound-making practices of different cultures throughout the world. On the non-human side, we will explore the different ways that birds, mammals, insects, plants, and other organisms produce sounds and the various reasons why these behaviors evolved. Further, we will focus on how non-human organisms have responded to living in a world that has become increasingly dominated by human-made sounds. This will be a highly integrative class, mixing foundational knowledge from both Ethnomusicology and Biology as well as other disciplines including sound studies, ecomusicology, multi-species anthropology, music composition, soundscape ecology, animal communication, and bioacoustics. Our work will include reading a diverse assortment of texts, reviewing scientific literature, active music listening in class and at home, and opportunities to conduct studies in the field.</p>",Blake Jones & Joseph Alpar,4000-level,Attendance at relevant Music and Science events (dates to be provided in syllabus at the start of term).,Fully in-person,4,18,"1) Study a number of musical and cultural practices that are inspired by sounds of the natural world
2) Become familiar with key compositions and composers whose musical works have been inspired by nature or directly engage with non-human sounds
3) Learning foundational principles of Biology
4) Develop a robust knowledge of how anthropogenic sounds influence the natural world
5) Develop written and oral communication skills.
",MET4102.01,publish,Full-term,,W 10:00AM - 11:50AM & W 2:10PM - 4:00PM,,,
23133,Paris on Screen,,"In this intermediate-low level course, we will study the representation of the city of Paris on film in order to examine modernityʹs challenges to tradition. In particular, we will focus on the question of how urban communities and city dwellers react to increasing disconnectedness, anonymity, and solitude. We will also examine contemporary urban planning and the repercussions of its creation of a de facto racial and economic segregation. Films will include Playtime, La Haine, Chacun cherche son chat, Paris, je tʹaime and others. Class discussions, activities, written assignments, and oral presentations will allow students to improve their linguistic proficiency and analytical skills. Conducted in French. Intermediate‐low level.",Stephen Shapiro,4000-level,Participation in CSL lecture series and French table (1 session).,Fully in-person,4,16,"-understanding how Paris was shaped by different ideological conceptions of how a city functions and whom it serves as well as the city's complex history
-understanding contemporary critiques of modern urban planning
-recognizing how race, class, and sexuality are all inscribed in urban planning and design
-review grammatical structures
-improve speaking and listening abilities through the use of authentic materials
-creating with language at the complex sentence level
-developing strategies for reporting information in writing and orally
-developing strategies for presenting arguments and hypotheses",FRE4498.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
23006,Patternmaking and Garment Construction,DAN,"This course is designed to teach the student the many steps involved in creating a finished garment from a simple idea, piece of research, or sketch. Students will learn the basics of draping, flat patterning, and fitting. Construction of a final garment will allow them to explore and employ sewing skills beyond the fundamentals.",Richard MacPike,4000-level,,Fully in-person,2,10,"-Pattern drafting
-Pattern draping
-Fitting
-Improve sewing skills
-Creation of a garment",DRA4119.01,publish,Full-term,,Tu/F 4:10PM - 6:00PM,,,
24736,Performance Pedagogies of Dance,,"PODs offer students the opportunity to make connections through multiple access points, especially in areas of performance. PODs are designed to help students recognize the tools and methodologies used in their own creative work both as performers and as choreographers. Structurally each POD is identified by a unique topic. PODs have required rehearsal times and culminate in a public showing.

The artist will create an original work with BFA students through an intensive research and rehearsal process.

<span style=""font-weight: 400;"">Fri 4/11: 7:00PM-8:50PM, Sat/Sun 4/12, 4/13: 10:30AM-5:00PM
</span><span style=""font-weight: 400;"">Fri 4/18: 7:00PM-8:50PM, Sat/Sun 4/19, 4/20: 10:30AM-5:00PM
</span><span style=""font-weight: 400;"">Fri 5/9: 7:00PM-8:50PM, Sat/Sun 5/10, 5/11 10:30AM-6:00PM
</span><span style=""font-weight: 400;"">Plus Additional Weekly Rehearsals, Production and Performance Hours</span>",Shayla-Vie Jenkins,4000-level,,Fully in-person,3,20,"Students will be able to:
- Recognize and employ ideas of performance pedagogy that include making deliberate choices, acknowledging collective integrity and working collaboratively in rehearsal and performance.
- Analyze and compare the inherent relationships between practice & performance, making & doing through participation in rehearsal and public performance presentations.
- Identify relationships to practice and performance as research through consistent critical feedback and self-reflection.
","DAN4816B.01, section 1",publish,Full-term,,,,,
24742,Performance Pedagogies of Dance,,"PODs offer students the opportunity to make connections through multiple access points, especially in areas of performance. PODs are designed to help students recognize the tools and methodologies used in their own creative work both as performers and as choreographers. Structurally each POD is identified by a unique topic. PODs have required rehearsal times and culminate in a public showing.

The artist will create an original work with BFA students through an intensive research and rehearsal process.

<span style=""font-weight: 400;"">Sat/Sun 4/12 + 4/13: 10:30AM-5:00PM</span><span style=""font-weight: 400;"">, Mon 4/14 6:30PM-9:30PM
</span><span style=""font-weight: 400;"">Sat/Sun 4/19 + 4/20 10:30AM-5:00PM</span><span style=""font-weight: 400;""> Mon 4/21 6:30PM-9:30PM
</span><span style=""font-weight: 400;"">Sat/Sun 4/26 + 4/27 10:30AM-5:00PM, Mon 4/28 6:30PM-9:30PM
</span>Plus Additional Weekly Rehearsals (TBD), Production and Performance Hours",Gary Jeter,4000-level,,Fully in-person,3,20,"Students will be able to:
- Recognize and employ ideas of performance pedagogy that include making deliberate choices, acknowledging collective integrity and working collaboratively in rehearsal and performance.
- Analyze and compare the inherent relationships between practice &amp; performance, making &amp; doing through participation in rehearsal and public performance presentations.
- Identify relationships to practice and performance as research through consistent critical feedback and self-reflection.
","DAN4816B.02, section 2",publish,Full-term,,,,,
24744,Performance Pedagogies of Dance,,"PODs offer students the opportunity to make connections through multiple access points, especially in areas of performance. PODs are designed to help students recognize the tools and methodologies used in their own creative work both as performers and as choreographers. Structurally each POD is identified by a unique topic. PODs have required rehearsal times and culminate in a public showing.

The artist will create an original work with BFA students through an intensive research and rehearsal process.

Course dates/times:

<span style=""font-weight: 400;"">Tues, 2/18: 2:10PM-4:00PM &amp; 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Mon, 2/24: 1:40PM-5:20PM &amp; 7:00PM-8:50PM</span>

<span style=""font-weight: 400;"">T</span><span style=""font-weight: 400;"">ues 2/25: 2:10PM-4:00PM &amp; 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Mon 3/3: 1:40PM-5:30PM &amp; 7:00PM-8:50PM</span>

<span style=""font-weight: 400;""> Tues 3/4: 2:10PM-4:00PM &amp; 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Mon 3/10: 7:00PM-8:50PM</span>

<span style=""font-weight: 400;"">Tues 3/11: 2:10PM-4:00PM &amp; 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Sun 5/16: 10:30AM-5:00PM</span>

<span style=""font-weight: 400;"">Mon 3/17: 7:00PM-8:50PM</span>

<span style=""font-weight: 400;"">Tues 3/18: 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Tues 3/25: 7:00PM-8:50PM
</span><span style=""font-weight: 400;"">Tues 4/1: 7:00PM-8:50PM</span>

<span style=""font-weight: 400;"">
</span>Plus Additional Maintenance Rehearsals, Production and Performance Hours",Paul Matteson,4000-level,,Fully in-person,3,20,"Students will be able to:
- Recognize and employ ideas of performance pedagogy that include making deliberate choices, acknowledging collective integrity and working collaboratively in rehearsal and performance.
- Analyze and compare the inherent relationships between practice &amp; performance, making &amp; doing through participation in rehearsal and public performance presentations.
- Identify relationships to practice and performance as research through consistent critical feedback and self-reflection.
","DAN4816B.03, section 3",publish,Full-term,,,,,
23108,Performance Project: New Territory / Place,,"In this course we will create a new dance project together. The ensemble work will allow participants to engage in a rigorous approach to the practice of performing.

Each performer is invited to bring what they know with them to the project, yet leave room for each to express a complex and indefinable range of experience through the humor, intelligence and emotional engagement of the dancing body. Performers will also be invited to include voice as part of this project, considering it as part of the whole body. The material will be triggered by image or character-based movement directives. Performers will work with un-prescribed movement in most situations throughout the process, allowing the structure of the dance to unfold.",Ros Warby,4000-level,Dance or Drama Lab Assignment if students are registered for 4 or more credits in designated dance courses,Fully in-person,2,10,"To be open to new dance material and be available to how you play it 
To be able to recognize fixity, in order to free oneself up
To engage with performance and compositional tools through directed performance and dance work together
To stimulate the intelligence of the dancer, elevating their level of engagement in both performance and dance making
",DAN4369.01,publish,Full-term,,Tu/F 2:10PM - 4:00PM,,,
24382,Performing & Collaborating with Advanced Design,DAN,"<strong>Working in conjunction with Advanced Design and Collaboration students, performers will be invited to join a design orientated devised performance.</strong>

When theater starts with a script, visuals tend to follow the narrative. But what happens when bold visuals lead the way?

Class will be used as a space to explore design centric performative work. Students will keep a journal as they work through their rehearsal process, observe other projects and respond to practitioners work in the field. Collaboration is marked by walking into the room with grace and generosity so this must be centrally of interest to the student wanting to participate in this design centric collaboration.

The majority of time will be dedicated to supervised rehearsals and group feedback. Homework will consist of rehearsals, viewings and journal entries.

&nbsp;

&nbsp;",Tilly Grimes,4000-level,,Fully in-person,2,15,"- Honing the ability to collaborate and communicate effectively
- Explore the relationship of design to performance 
- Students will serve as an artistic cohort of fellow creative makers for each other.
",DRA4397.02,publish,2nd seven weeks,,,Tu 8:30AM - 12:10PM,,
23151,"Pessimism, Despair, and Hope",,"The pessimist Arthur Schopenhauer writes, “In the first place, no man is happy but strives his whole life long after a supposed happiness which he seldom attains, and even if he does it is only to be disappointed with it.” What is the right attitude to the human condition? This advanced level course examines this question through the writings of philosophers who directly confront our vulnerability and the precariousness of our existence. Among others we will explore writings by Arthur Schopenhauer, Soren Kierkegaard, Albert Camus, Gabriel Marcel, Simone Weil, Elaine Scarry, and David Benatar.",Paul Voice,4000-level,,Fully in-person,4,18,"In this course you will:
- Read texts closely (Inquire and Research)
- Analyze and criticize arguments (Inquire and Research)
- Further develop your analytical essay writing skills (Research and Communicate)",PHI4245.01,publish,Full-term,,,W 2:10PM - 5:50PM,,
24611,Phenomenology of the Strange,,"<span style=""font-weight: 400;"">This seminar is a textual and cinematic study of specific categories of ineffable experiences. We will study altered states of consciousness, unexplainable phenomena, and unfathomable human experiences and analyze their representation in cinema. Grounded in film analysis and psychological, philosophical, and historical readings, we will address screenwriting, genre, lighting, and other cinematic devices used to explore esoteric questions of transcendence as depicted in film. We will confront the limits of human knowledge and the beliefs and mythologies that manifest beyond this threshold. We will watch films by: David Lynch, Jordan Peele, Nagisa Ōshima, Nobuhiko Obayashi, Jennifer Reeder, Lars Von Trier, Andrei Tarkovsky, and Apichatpong Weresethakul. Students will write short responses to readings and scenes, and will create short video projects where they will formulate conceptual and formal tactics to illustrate novel personal interpretations of these experiences.</span>",Laura Sofía Pérez,4000-level,,Fully in-person,4,12,"-Develop a toolkit for formal film analysis and discussion, understanding concepts in genre, screenwriting, performance, camera, lighting, sound, and special effects. 
-Study specific categories of ineffable experiences (altered states, mysticism, monsters, ghosts, eroticism, personal mythologies, spiritual practices, and others), through seminal writings in psychology, philosophy, and history.  
-View and analyze films, locating linguistic, imagistic, and aural elements commonly used to depict ineffable experiences.
-Develop original conceptual and formal strategies in filmmaking and practice methods for working intuitively
",FV4243.01,publish,Full-term,,,W 8:30AM - 12:10PM,,
23563,Philosophical Problems,,"This course invites students to research and write a paper on a philosophical topic of their own choosing. Students will be required to clearly state the philosophical problem they want to research, construct a detailed bibliography, and write a paper that explains the problem, engages with the philosophical literature, and advances an argument.",Paul Voice,4000-level,,Fully in-person,2,18,"In this course you will:
- Learn to research and construct a bibliography
- Learn to analyze and criticize arguments
- Learn to write an analytical essay
",PHI4239.01,publish,Full-term,,,,W 7:00PM - 8:50PM,
